num_loops,max_loop_depth,linear_loops,log_loops,constant_loops,recursive_calls,function_calls,list_comprehensions,n_log_n_calls,log_n_calls,Complexity
1,1,1,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,14,0,0,0,O(1)
3,2,3,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,12,0,0,0,O(1)
1,1,1,0,0,0,5,0,0,0,O(1)
3,1,2,0,1,0,14,0,0,0,O(1)
3,2,3,0,0,0,7,0,0,0,O(1)
3,2,3,0,0,0,14,0,0,0,O(1)
3,2,3,0,0,0,10,1,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
3,2,1,0,2,0,10,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,2,0,0,0,O(1)
1,1,0,0,1,0,9,0,0,0,O(1)
1,1,1,0,0,0,5,0,0,0,O(1)
2,1,1,0,1,0,19,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
6,2,6,0,0,0,24,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,1,5,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
4,3,4,0,0,0,15,0,0,0,O(1)
3,3,3,0,0,0,12,0,0,0,O(1)
6,3,6,0,0,0,40,2,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
2,2,2,0,0,0,10,0,0,0,O(1)
2,2,2,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,1,12,0,0,0,O(1)
2,2,2,0,0,0,9,0,2,0,O(1)
1,1,1,0,0,1,11,0,0,0,O(1)
1,1,1,0,0,1,9,0,0,0,O(1)
3,2,3,0,0,1,9,1,0,0,O(1)
2,2,2,0,0,0,9,0,0,0,O(1)
2,2,2,0,0,0,7,0,0,0,O(1)
2,2,2,0,0,0,10,0,0,0,O(1)
2,2,2,0,0,0,10,0,0,0,O(1)
3,2,3,0,0,0,13,0,0,0,O(1)
3,2,3,0,0,2,12,1,0,0,O(1)
2,2,2,0,0,0,12,0,0,0,O(1)
2,1,2,0,0,0,10,0,0,0,O(1)
2,2,2,0,0,1,12,1,0,0,O(1)
2,2,2,0,0,0,7,0,0,0,O(1)
2,2,2,0,0,0,6,0,0,0,O(1)
2,1,2,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
3,1,3,0,0,0,54,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,17,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,15,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
6,2,6,0,0,2,32,3,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,1,12,0,0,0,O(1)
20,2,20,0,0,0,116,4,1,2,O(1)
20,2,20,0,0,0,117,4,1,2,O(1)
20,2,20,0,0,0,117,4,1,2,O(1)
2,1,2,0,0,2,51,0,0,0,O(1)
2,1,2,0,0,0,10,0,0,0,O(1)
2,1,2,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,14,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
3,1,3,0,0,0,15,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
2,1,2,0,0,0,11,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
2,1,1,0,1,0,8,0,0,0,O(1)
2,1,2,0,0,0,7,0,0,0,O(1)
3,2,3,0,0,0,6,0,0,0,O(1)
3,2,3,0,0,0,7,0,0,0,O(1)
3,2,3,0,0,0,11,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
3,3,3,0,0,1,13,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,0,15,0,0,0,O(1)
0,0,0,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,16,0,0,0,O(1)
24,2,24,1,0,0,146,3,2,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
3,3,3,0,0,1,13,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
2,1,2,0,0,0,44,0,0,0,O(1)
2,1,2,0,0,0,44,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,15,0,0,0,O(1)
1,1,1,0,0,0,7,1,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,1,0,0,0,O(1)
0,0,0,0,0,0,1,0,0,0,O(1)
0,0,0,0,0,0,1,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,2,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,1,0,0,0,O(1)
0,0,0,0,0,0,1,0,0,0,O(1)
0,0,0,0,0,0,1,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,9,0,1,0,O(1)
0,0,0,0,0,0,9,0,1,0,O(1)
1,1,1,0,0,0,9,1,1,0,O(1)
0,0,0,0,0,0,6,0,1,0,O(1)
0,0,0,0,0,0,6,0,1,0,O(1)
0,0,0,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,24,0,1,0,O(1)
99,4,98,1,1,4,187,30,3,3,O(1)
6,2,6,0,0,0,24,2,1,0,O(1)
3,2,2,0,1,0,15,0,1,0,O(1)
6,2,6,0,0,0,7,0,1,0,O(1)
0,0,0,0,0,0,11,0,1,0,O(1)
4,4,0,0,4,0,9,0,0,0,O(1)
2,2,1,0,1,0,8,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
0,0,0,0,0,0,14,0,0,0,O(1)
0,0,0,0,0,0,7,0,1,0,O(1)
0,0,0,0,0,0,11,0,1,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,16,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,0,24,1,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,7,0,0,0,O(1)
1,1,1,1,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,1,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
2,2,2,0,0,0,8,1,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,15,0,0,0,O(1)
1,1,0,0,1,0,12,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,14,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
9,2,9,0,0,0,58,0,0,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
1,1,0,0,1,0,17,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
1,1,0,0,1,0,11,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
5,2,1,0,4,0,16,0,0,0,O(1)
7,2,5,0,2,0,13,3,0,0,O(1)
3,2,1,0,2,0,10,0,0,0,O(1)
3,2,3,0,0,0,14,1,0,0,O(1)
14,2,12,1,2,1,72,1,0,0,O(1)
2,2,1,0,1,0,10,0,0,0,O(1)
4,2,2,0,2,0,10,0,0,0,O(1)
4,2,4,0,0,0,7,0,0,0,O(1)
4,3,2,0,2,0,10,1,0,0,O(1)
3,2,1,0,2,0,9,0,0,0,O(1)
7,2,7,0,0,0,44,1,0,0,O(1)
4,2,0,0,4,0,11,0,0,0,O(1)
4,2,1,0,3,0,8,0,0,0,O(1)
5,2,5,0,0,0,10,1,0,0,O(1)
4,1,1,0,3,0,11,0,0,0,O(1)
2,2,0,0,2,0,11,0,0,0,O(1)
4,2,2,0,2,0,9,1,0,0,O(1)
4,2,4,0,0,0,10,0,0,0,O(1)
5,2,5,0,0,0,11,1,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
4,1,4,0,0,0,53,2,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
5,2,5,0,0,0,30,0,0,0,O(1)
3,1,3,0,0,0,10,0,0,0,O(1)
2,1,2,0,0,0,8,0,0,0,O(1)
2,1,2,0,0,0,9,0,0,0,O(1)
2,1,2,0,0,0,7,0,0,0,O(1)
2,1,2,0,0,0,15,0,0,0,O(1)
2,1,2,0,0,0,8,0,0,0,O(1)
3,1,3,0,0,0,9,0,0,0,O(1)
2,1,2,0,0,0,11,0,0,0,O(1)
2,1,2,0,0,0,9,0,0,0,O(1)
3,1,3,0,0,0,9,0,0,0,O(1)
5,1,5,1,0,1,39,0,0,0,O(1)
2,1,2,0,0,0,10,1,0,0,O(1)
3,1,3,0,0,0,12,1,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
2,1,2,0,0,0,22,0,0,0,O(1)
2,1,2,0,0,0,8,0,0,0,O(1)
2,1,2,0,0,0,14,0,0,0,O(1)
1,1,1,0,0,0,7,0,0,0,O(1)
2,1,2,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,5,1,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
2,1,2,0,0,0,41,0,0,0,O(1)
0,0,0,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
10,2,10,0,0,0,20,1,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
3,1,3,0,0,0,8,2,0,0,O(1)
3,1,3,0,0,0,11,2,0,0,O(1)
3,1,3,0,0,0,11,2,0,0,O(1)
3,1,3,0,0,0,7,2,0,0,O(1)
9,3,3,0,6,0,34,1,0,0,O(1)
1,1,1,0,0,0,8,0,0,0,O(1)
3,1,3,0,0,0,54,0,0,0,O(1)
3,1,3,0,0,0,54,0,0,0,O(1)
3,1,3,0,0,0,54,0,0,0,O(1)
3,1,3,0,0,0,8,1,0,0,O(1)
2,1,2,0,0,0,6,1,0,0,O(1)
5,3,4,0,1,0,17,0,0,0,O(1)
5,3,4,0,1,0,17,0,0,0,O(1)
5,1,5,0,0,0,50,2,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
29,2,29,2,0,0,85,0,0,0,O(1)
3,2,3,0,0,0,12,0,0,0,O(1)
2,1,2,0,0,0,10,1,0,0,O(1)
2,1,2,0,0,0,7,1,0,0,O(1)
2,2,2,0,0,0,23,0,0,0,O(1)
1,1,1,0,0,0,41,0,2,0,O(1)
9,1,3,0,6,0,53,0,0,0,O(1)
0,0,0,0,0,0,56,0,0,0,O(1)
2,1,2,0,0,0,19,0,2,0,O(1)
4,3,3,0,1,0,13,0,0,0,O(1)
7,2,7,0,0,0,25,3,0,0,O(1)
9,2,8,0,1,0,43,6,0,0,O(1)
4,1,4,0,0,0,25,2,2,0,O(1)
6,1,3,1,3,1,48,0,0,0,O(1)
3,2,3,0,0,0,39,0,0,0,O(1)
4,2,2,0,2,0,25,2,2,0,O(1)
4,2,4,0,0,0,21,2,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
17,2,17,0,0,0,57,2,2,0,O(1)
17,2,17,0,0,0,57,2,2,0,O(1)
7,2,7,1,0,1,40,1,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,17,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
2,1,2,0,0,0,39,0,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,2,0,0,0,O(1)
1,1,1,0,0,0,5,1,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,5,1,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
2,1,0,0,2,0,6,0,0,0,O(1)
0,0,0,0,0,0,1,0,0,0,O(1)
0,0,0,0,0,0,2,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,16,0,0,0,O(1)
0,0,0,0,0,0,18,0,2,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,14,0,0,0,O(1)
1,1,1,0,0,0,20,1,0,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,16,0,0,0,O(1)
0,0,0,0,0,0,14,0,0,0,O(1)
3,1,3,0,0,0,13,3,0,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,13,0,0,0,O(1)
0,0,0,0,0,0,25,0,0,0,O(1)
0,0,0,0,0,0,28,0,0,0,O(1)
0,0,0,0,0,0,16,0,0,0,O(1)
0,0,0,0,0,0,19,0,0,0,O(1)
0,0,0,0,0,0,15,0,0,0,O(1)
3,1,3,0,0,0,13,3,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,17,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,4,1,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,12,0,0,0,O(1)
1,1,1,0,0,0,21,0,0,0,O(1)
1,1,1,0,0,0,8,0,0,0,O(1)
2,1,2,0,0,0,13,0,0,0,O(1)
1,1,1,0,0,0,10,0,0,0,O(1)
1,1,1,0,0,0,19,0,0,0,O(1)
1,1,1,0,0,0,23,0,0,0,O(1)
1,1,1,0,0,0,12,0,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
1,1,1,0,0,0,37,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,12,0,0,0,O(1)
2,1,2,0,0,0,15,1,0,0,O(1)
2,2,2,0,0,0,10,1,0,0,O(1)
2,1,2,0,0,0,12,1,0,0,O(1)
2,1,2,0,0,0,13,1,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
1,1,1,0,0,0,12,0,0,0,O(1)
2,2,2,0,0,0,13,1,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,0,8,1,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,0,8,1,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
1,1,1,1,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,12,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
8,3,7,0,1,0,17,1,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
